lat,lon,date,city,country
51.481291600000006,-0.4510112,05/14/2014 09:07,West Drayton,United Kingdom
38.781774600000006,-9.1375444,05/14/2014 15:11,Lisbon,Portugal
38.7110495,-9.1397388,05/14/2014 16:40,Lisbon,Portugal
38.715637,-9.1205578,05/14/2014 18:25,Lisbon,Portugal
38.711977000000005,-9.141787800000001,05/14/2014 19:26,Lisbon,Portugal
38.723107500000005,-9.1133736,05/15/2014 11:34,Lisbon,Portugal
38.6919442,-9.215560499999999,05/15/2014 14:50,Lisbon,Portugal
38.7084872,-9.1360221,05/15/2014 16:49,Lisbon,Portugal
38.797558200000005,-9.3409997,05/16/2014 10:58,Algueirão-Mem Martins,Portugal
38.801171200000006,-9.4251031,05/16/2014 13:43,Sintra,Portugal
38.793071000000005,-9.2858255,05/16/2014 15:13,Sintra,Portugal
38.816610700000005,-9.408499800000001,05/16/2014 16:13,Sintra,Portugal
38.7882049,-9.3880175,05/16/2014 16:28,Sintra,Portugal
38.711024200000004,-9.1373975,05/16/2014 23:24,Lisbon,Portugal
38.742017600000004,-9.1693804,05/17/2014 09:24,Lisbon,Portugal
39.1183833,-8.913737800000002,05/17/2014 11:12,Azambuja,Portugal
39.27287570000001,-8.7121869,05/17/2014 11:27,Santarém,Portugal
39.476521999999996,-8.634345300000001,05/17/2014 11:42,Zibreira,Portugal
39.6287723,-8.695136,05/17/2014 12:12,São Mamede,Portugal
39.841085799999995,-8.718608,05/17/2014 12:28,Leiria District,Portugal
40.2108693,-8.481383099999999,05/17/2014 12:58,Coimbra Municipality,Portugal
40.6091112,-8.5448192,05/17/2014 13:28,Aveiro District,Portugal
41.0621474,-8.5758203,05/17/2014 13:58,Vila Nova de Gaia,Portugal
41.23720529999999,-8.6721733,05/18/2014 19:55,Maia,Portugal
41.3039111,2.1059314,05/18/2014 22:35,El Prat de Llobregat,Spain
41.289946,2.0645898999999996,05/18/2014 23:04,Viladecans,Spain
41.3883249,2.1596929,05/19/2014 18:48,Barcelona,Spain
41.3846963,2.1867123,05/19/2014 19:18,Barcelona,Spain
41.389413299999994,2.1132551,05/20/2014 14:33,Barcelona,Spain
41.38948370000001,2.1881876,05/21/2014 14:46,Barcelona,Spain
41.3714486,2.1422407000000003,05/22/2014 11:22,Barcelona,Spain
41.3779089,2.1703523999999996,05/22/2014 15:07,Barcelona,Spain
41.39258220000001,2.1491597000000002,05/23/2014 16:13,Barcelona,Spain
41.380926200000005,2.1371982999999997,05/23/2014 16:28,Barcelona,Spain
41.3744729,2.1695484,05/24/2014 01:37,Barcelona,Spain
41.371348,2.141818,05/24/2014 13:53,Barcelona,Spain
41.390759100000004,2.187896,05/24/2014 14:23,Barcelona,Spain
41.3715467,2.1820937000000002,05/24/2014 15:07,Barcelona,Spain
41.3945166,2.1775312999999996,05/24/2014 15:52,Barcelona,Spain
41.3847765,2.1104196,05/26/2014 09:23,Barcelona,Spain
41.3743191,2.1892515,05/26/2014 13:38,Barcelona,Spain
41.387974,2.1114027,05/27/2014 10:10,Barcelona,Spain
41.370491799999996,2.1491767000000004,05/28/2014 15:10,Barcelona,Spain
41.3983691,2.1684677000000003,05/29/2014 10:55,Barcelona,Spain
41.3693464,2.1524444,05/29/2014 18:54,Barcelona,Spain
50.4893042,19.0983815,05/30/2014 16:10,Zendek,Poland
50.4487039,19.059497600000004,05/30/2014 16:55,Silesian Voivodeship,Poland
50.3284979,19.2424844,05/30/2014 17:10,Dabrowa Gornicza,Poland
50.3063515,19.475674800000004,05/30/2014 17:25,Olkusz County,Poland
50.0689532,19.9463832,05/30/2014 18:25,Krakow,Poland
50.027998600000004,19.2016098,05/31/2014 08:24,Oswiecim,Poland
50.0514717,19.213068,05/31/2014 12:55,"Babice, Oświęcim County",Poland
50.072535200000004,19.4339893,05/31/2014 13:10,"Wygiełzów, Lesser Poland Voivodeship",Poland
50.0340482,19.6125103,05/31/2014 13:25,Chrzanów County,Poland
50.0549321,19.9504634,05/31/2014 18:40,Krakow,Poland
50.06345579999999,19.9335342,05/31/2014 22:55,Krakow,Poland
49.9848481,20.0524206,06/01/2014 10:25,Wieliczka,Poland
50.089150399999994,19.9089234,06/02/2014 05:10,Krakow,Poland
50.0718414,19.801448399999998,06/02/2014 05:25,"Balice, Lesser Poland Voivodeship",Poland
50.145956899999995,19.4649668,06/02/2014 05:54,Trzebinia,Poland
50.1543968,19.244136100000002,06/02/2014 06:10,Imielin,Poland
50.254720899999995,18.8870225,06/02/2014 06:25,Ruda Slaska,Poland
50.2736325,18.7294285,06/02/2014 06:39,Gliwice,Poland
50.4622715,19.0815141,06/02/2014 07:10,Tarnowskie Góry County,Poland
50.373689500000005,18.8892047,06/02/2014 07:25,Bytom,Poland
49.9005024,18.3465247,06/02/2014 08:10,Novy Bohumin,Czech Republic
49.559495,17.7181638,06/02/2014 09:25,Hranice,Czech Republic
49.450555,17.4190687,06/02/2014 09:40,Prerov,Czech Republic
49.966878799999996,16.4022121,06/02/2014 10:55,Ústí nad Orlicí,Czech Republic
50.0418467,15.3950116,06/02/2014 11:40,Kojice,Czech Republic
50.1212466,14.995289999999999,06/02/2014 11:55,Sadská,Czech Republic
50.074833500000004,14.444941,06/02/2014 13:10,Prague,Czech Republic
50.0929545,14.3923636,06/02/2014 15:39,Prague,Czech Republic
50.074339200000004,14.443799499999999,06/04/2014 09:42,Prague,Czech Republic
