lat,lon,date,city,country
51.4812916,-0.4510112,05/14/2014 09:07,West Drayton,United Kingdom
51.474005,-0.4509991,05/14/2014 09:22,Hounslow,United Kingdom
51.4781991,-0.446081,05/14/2014 10:51,Hounslow,United Kingdom
51.4781991,-0.446081,05/14/2014 11:24,Hounslow,United Kingdom
51.4741456,-0.4515622,05/14/2014 11:38,Hounslow,United Kingdom
51.4801463,-0.4411027,05/14/2014 12:23,Hounslow,United Kingdom
51.479669,-0.4410238,05/14/2014 12:38,Hounslow,United Kingdom
38.7817746,-9.1375444,05/14/2014 15:11,Lisbon,Portugal
38.7744221,-9.1291947,05/14/2014 15:25,Lisbon,Portugal
38.771939,-9.1289106,05/14/2014 15:41,Lisbon,Portugal
38.7694328,-9.1244026,05/14/2014 15:55,Lisbon,Portugal
38.7429871,-9.1477802,05/14/2014 16:11,Lisbon,Portugal
38.7128158,-9.1398331,05/14/2014 16:25,Lisbon,Portugal
38.7110495,-9.1397388,05/14/2014 16:40,Lisbon,Portugal
38.7119242,-9.1374341,05/14/2014 16:55,Lisbon,Portugal
38.711283,-9.1387968,05/14/2014 17:25,Lisbon,Portugal
38.7071923,-9.1368245,05/14/2014 17:40,Lisbon,Portugal
38.7096234,-9.1306099,05/14/2014 18:10,Lisbon,Portugal
38.715637,-9.1205578,05/14/2014 18:25,Lisbon,Portugal
38.7143626,-9.1306584,05/14/2014 18:40,Lisbon,Portugal
38.7143734,-9.1345486,05/14/2014 18:55,Lisbon,Portugal
38.712536,-9.1331499,05/14/2014 19:10,Lisbon,Portugal
38.711977,-9.1417878,05/14/2014 19:26,Lisbon,Portugal
38.713834,-9.1344059,05/14/2014 19:40,Lisbon,Portugal
38.7124623,-9.1331557,05/14/2014 19:55,Lisbon,Portugal
38.7131813,-9.1353435,05/14/2014 20:40,Lisbon,Portugal
38.7127963,-9.1360143,05/14/2014 21:10,Lisbon,Portugal
38.7118122,-9.1372845,05/14/2014 21:25,Lisbon,Portugal
38.7117969,-9.1373177,05/14/2014 21:51,Lisbon,Portugal
38.7118745,-9.1373306,05/14/2014 22:05,Lisbon,Portugal
38.7119086,-9.1373452,05/14/2014 22:19,Lisbon,Portugal
38.7118862,-9.1373517,05/14/2014 22:35,Lisbon,Portugal
38.7118712,-9.1373178,05/14/2014 22:50,Lisbon,Portugal
38.7118761,-9.1373146,05/14/2014 23:05,Lisbon,Portugal
38.7118605,-9.137332,05/14/2014 23:20,Lisbon,Portugal
38.7118783,-9.1373423,05/14/2014 23:50,Lisbon,Portugal
38.7118881,-9.1373381,05/15/2014 00:20,Lisbon,Portugal
38.711888,-9.1373363,05/15/2014 00:50,Lisbon,Portugal
38.711864,-9.1373236,05/15/2014 01:20,Lisbon,Portugal
38.7118701,-9.1373246,05/15/2014 01:49,Lisbon,Portugal
38.7118691,-9.137326,05/15/2014 02:20,Lisbon,Portugal
38.7118984,-9.1373365,05/15/2014 02:49,Lisbon,Portugal
38.7119017,-9.1373634,05/15/2014 03:20,Lisbon,Portugal
38.7119172,-9.13736,05/15/2014 03:50,Lisbon,Portugal
38.711864,-9.1373269,05/15/2014 04:36,Lisbon,Portugal
38.7118984,-9.1373325,05/15/2014 05:05,Lisbon,Portugal
38.7118599,-9.1373306,05/15/2014 05:35,Lisbon,Portugal
38.7118624,-9.1373252,05/15/2014 06:05,Lisbon,Portugal
38.7119012,-9.1373462,05/15/2014 06:34,Lisbon,Portugal
38.7119,-9.1373414,05/15/2014 07:05,Lisbon,Portugal
38.7118419,-9.1373059,05/15/2014 07:35,Lisbon,Portugal
38.7118694,-9.1373598,05/15/2014 08:04,Lisbon,Portugal
38.7118745,-9.1372771,05/15/2014 08:35,Lisbon,Portugal
38.7118599,-9.1373605,05/15/2014 09:20,Lisbon,Portugal
38.7118716,-9.1373753,05/15/2014 09:35,Lisbon,Portugal
38.7118391,-9.1373052,05/15/2014 09:50,Lisbon,Portugal
38.7142832,-9.1397267,05/15/2014 10:05,Lisbon,Portugal
38.7140707,-9.1220166,05/15/2014 10:20,Lisbon,Portugal
38.7236556,-9.1152921,05/15/2014 10:35,Lisbon,Portugal
38.7249729,-9.1149007,05/15/2014 10:50,Lisbon,Portugal
38.7252194,-9.1149853,05/15/2014 11:05,Lisbon,Portugal
38.7231075,-9.1133736,05/15/2014 11:34,Lisbon,Portugal
38.7139855,-9.1220591,05/15/2014 11:50,Lisbon,Portugal
38.7068412,-9.1457495,05/15/2014 12:06,Lisbon,Portugal
38.6971879,-9.2017238,05/15/2014 12:21,Lisbon,Portugal
38.6979292,-9.2058096,05/15/2014 13:06,Lisbon,Portugal
38.6944173,-9.2046919,05/15/2014 13:23,Lisbon,Portugal
38.7002392,-9.2047133,05/15/2014 13:36,Lisbon,Portugal
38.6991942,-9.2050357,05/15/2014 13:50,Lisbon,Portugal
38.6979296,-9.2058097,05/15/2014 14:05,Lisbon,Portugal
38.6937796,-9.2063634,05/15/2014 14:19,Lisbon,Portugal
38.6934236,-9.2118988,05/15/2014 14:36,Lisbon,Portugal
38.6919442,-9.2155605,05/15/2014 14:50,Lisbon,Portugal
38.6933087,-9.2153549,05/15/2014 15:05,Lisbon,Portugal
38.6920878,-9.2152758,05/15/2014 15:19,Lisbon,Portugal
38.694591,-9.2044774,05/15/2014 15:35,Lisbon,Portugal
38.7025124,-9.1805038,05/15/2014 15:50,Lisbon,Portugal
38.7063452,-9.1485781,05/15/2014 16:05,Lisbon,Portugal
38.7099732,-9.1365704,05/15/2014 16:19,Lisbon,Portugal
38.7084192,-9.1363223,05/15/2014 16:36,Lisbon,Portugal
38.7084872,-9.1360221,05/15/2014 16:49,Lisbon,Portugal
38.7084677,-9.1362298,05/15/2014 18:20,Lisbon,Portugal
38.7121451,-9.1375105,05/15/2014 18:50,Lisbon,Portugal
38.713462,-9.139126,05/15/2014 19:05,Lisbon,Portugal
38.7119022,-9.1373228,05/15/2014 19:34,Lisbon,Portugal
38.7118754,-9.1373319,05/15/2014 19:48,Lisbon,Portugal
38.7118706,-9.1373373,05/15/2014 20:03,Lisbon,Portugal
38.7118818,-9.1372978,05/15/2014 20:32,Lisbon,Portugal
38.7118558,-9.1373144,05/15/2014 20:48,Lisbon,Portugal
38.7126314,-9.1376557,05/15/2014 21:03,Lisbon,Portugal
38.7118513,-9.1373304,05/15/2014 21:18,Lisbon,Portugal
38.7114257,-9.1375604,05/15/2014 21:33,Lisbon,Portugal
38.7114167,-9.1375443,05/15/2014 21:47,Lisbon,Portugal
38.7119557,-9.137407,05/15/2014 22:17,Lisbon,Portugal
38.7118752,-9.1373039,05/15/2014 22:48,Lisbon,Portugal
38.7118807,-9.1373706,05/15/2014 23:18,Lisbon,Portugal
38.7118811,-9.1373132,05/15/2014 23:48,Lisbon,Portugal
38.7118682,-9.1372822,05/16/2014 00:18,Lisbon,Portugal
38.7118545,-9.1373102,05/16/2014 00:48,Lisbon,Portugal
38.7118458,-9.1372971,05/16/2014 01:18,Lisbon,Portugal
38.7118342,-9.1372666,05/16/2014 01:48,Lisbon,Portugal
38.7118744,-9.1373369,05/16/2014 02:03,Lisbon,Portugal
38.7118606,-9.1372976,05/16/2014 02:18,Lisbon,Portugal
38.7118913,-9.1373243,05/16/2014 02:48,Lisbon,Portugal
38.7118912,-9.1373147,05/16/2014 03:18,Lisbon,Portugal
38.7118725,-9.1373298,05/16/2014 03:48,Lisbon,Portugal
38.7118619,-9.1373299,05/16/2014 04:18,Lisbon,Portugal
38.7118797,-9.1373259,05/16/2014 04:32,Lisbon,Portugal
38.7118651,-9.1373191,05/16/2014 05:03,Lisbon,Portugal
38.7118551,-9.1373139,05/16/2014 05:33,Lisbon,Portugal
38.7118624,-9.1373238,05/16/2014 06:02,Lisbon,Portugal
38.7118485,-9.1373063,05/16/2014 06:32,Lisbon,Portugal
38.7118506,-9.1372903,05/16/2014 07:03,Lisbon,Portugal
38.7118232,-9.1372686,05/16/2014 07:33,Lisbon,Portugal
38.7118682,-9.1373055,05/16/2014 08:03,Lisbon,Portugal
38.711842,-9.137305,05/16/2014 08:33,Lisbon,Portugal
38.7119013,-9.1373779,05/16/2014 08:59,Lisbon,Portugal
38.7135442,-9.13725,05/16/2014 09:13,Lisbon,Portugal
38.7147339,-9.1407012,05/16/2014 09:28,Lisbon,Portugal
38.7147241,-9.1408753,05/16/2014 10:13,Lisbon,Portugal
38.7309823,-9.1690712,05/16/2014 10:28,Lisbon,Portugal
38.7616021,-9.2450257,05/16/2014 10:43,Amadora,Portugal
38.7975582,-9.3409997,05/16/2014 10:58,Algueirão-Mem Martins,Portugal
38.799727,-9.3852125,05/16/2014 11:13,Sintra,Portugal
38.7969485,-9.3907658,05/16/2014 11:28,Sintra,Portugal
