lat,lon,date,city,country
51.478199100000005,-0.44608100000000006,05/14/2014 10:51,Hounslow,United Kingdom
38.781774600000006,-9.1375444,05/14/2014 15:11,Lisbon,Portugal
38.771939,-9.1289106,05/14/2014 15:41,Lisbon,Portugal
38.74298710000001,-9.1477802,05/14/2014 16:11,Lisbon,Portugal
38.693779600000006,-9.2063634,05/15/2014 14:19,Lisbon,Portugal
38.7025124,-9.1805038,05/15/2014 15:50,Lisbon,Portugal
38.7309823,-9.1690712,05/16/2014 10:28,Lisbon,Portugal
38.7616021,-9.2450257,05/16/2014 10:43,Amadora,Portugal
38.797558200000005,-9.3409997,05/16/2014 10:58,Algueirão-Mem Martins,Portugal
38.7969485,-9.3907658,05/16/2014 11:28,Sintra,Portugal
38.801171200000006,-9.4251031,05/16/2014 13:43,Sintra,Portugal
38.793071000000005,-9.2858255,05/16/2014 15:13,Sintra,Portugal
38.8014593,-9.371787199999998,05/16/2014 15:43,Sintra,Portugal
38.8054581,-9.3619194,05/16/2014 15:58,Lisbon,Portugal
38.816610700000005,-9.408499800000001,05/16/2014 16:13,Sintra,Portugal
38.7686867,-9.2999259,05/16/2014 17:13,Lisbon,Portugal
38.7472838,-9.213838800000001,05/16/2014 17:28,Damaia,Portugal
38.7123248,-9.137433999999999,05/17/2014 08:09,Lisbon,Portugal
38.741758000000004,-9.165713199999999,05/17/2014 09:54,Lisbon,Portugal
39.1183833,-8.913737800000002,05/17/2014 11:12,Azambuja,Portugal
39.27287570000001,-8.7121869,05/17/2014 11:27,Santarém,Portugal
39.476521999999996,-8.634345300000001,05/17/2014 11:42,Zibreira,Portugal
39.6307531,-8.6811772,05/17/2014 11:58,Ourém Municipality,Portugal
39.6287723,-8.695136,05/17/2014 12:12,São Mamede,Portugal
39.841085799999995,-8.718608,05/17/2014 12:28,Leiria District,Portugal
40.0204289,-8.5944898,05/17/2014 12:43,Leiria District,Portugal
40.2108693,-8.481383099999999,05/17/2014 12:58,Coimbra Municipality,Portugal
40.6091112,-8.5448192,05/17/2014 13:28,Aveiro District,Portugal
40.86654179999999,-8.5589924,05/17/2014 13:42,Aveiro District,Portugal
41.0621474,-8.5758203,05/17/2014 13:58,Vila Nova de Gaia,Portugal
41.144387,-8.611895500000001,05/18/2014 16:58,Porto,Portugal
41.1615277,-8.6308978,05/18/2014 18:40,Porto,Portugal
41.2364461,-8.6711649,05/18/2014 19:25,Matosinhos,Portugal
41.3039111,2.1059314,05/18/2014 22:35,El Prat de Llobregat,Spain
41.3201247,2.090935,05/18/2014 23:34,El Prat de Llobregat,Spain
41.38707670000001,2.1122316000000003,05/20/2014 15:03,Barcelona,Spain
50.4893042,19.0983815,05/30/2014 16:10,Zendek,Poland
50.4492979,19.0605598,05/30/2014 16:39,Tarnowskie Góry County,Poland
50.3284979,19.2424844,05/30/2014 17:10,Dabrowa Gornicza,Poland
50.3063515,19.475674800000004,05/30/2014 17:25,Olkusz County,Poland
50.0973304,19.895394399999997,05/30/2014 17:59,Krakow,Poland
50.0897229,19.9181189,05/30/2014 18:10,Krakow,Poland
50.027998600000004,19.2016098,05/31/2014 08:24,Oswiecim,Poland
50.0514717,19.213068,05/31/2014 12:55,"Babice, Oświęcim County",Poland
50.072535200000004,19.4339893,05/31/2014 13:10,"Wygiełzów, Lesser Poland Voivodeship",Poland
50.0340482,19.6125103,05/31/2014 13:25,Chrzanów County,Poland
50.0357467,19.8359321,05/31/2014 13:40,Krakow,Poland
50.06162,19.938063699999997,05/31/2014 14:09,Krakow,Poland
49.9931846,20.0434783,06/01/2014 07:40,Wieliczka,Poland
49.9848481,20.0524206,06/01/2014 10:25,Wieliczka,Poland
50.0718414,19.801448399999998,06/02/2014 05:25,"Balice, Lesser Poland Voivodeship",Poland
50.145956899999995,19.4649668,06/02/2014 05:54,Trzebinia,Poland
50.1543968,19.244136100000002,06/02/2014 06:10,Imielin,Poland
50.254720899999995,18.8870225,06/02/2014 06:25,Ruda Slaska,Poland
50.2736325,18.7294285,06/02/2014 06:39,Gliwice,Poland
50.4622715,19.0815141,06/02/2014 07:10,Tarnowskie Góry County,Poland
50.373689500000005,18.8892047,06/02/2014 07:25,Bytom,Poland
49.9005024,18.3465247,06/02/2014 08:10,Novy Bohumin,Czech Republic
49.8213494,18.2090604,06/02/2014 08:24,Ostrava,Czech Republic
49.6636426,17.926755800000002,06/02/2014 09:09,Suchdol nad Odrou,Czech Republic
49.559495,17.7181638,06/02/2014 09:25,Hranice,Czech Republic
49.450555,17.4190687,06/02/2014 09:40,Prerov,Czech Republic
49.966878799999996,16.4022121,06/02/2014 10:55,Ústí nad Orlicí,Czech Republic
50.0418467,15.3950116,06/02/2014 11:40,Kojice,Czech Republic
50.1212466,14.995289999999999,06/02/2014 11:55,Sadská,Czech Republic
50.087729100000004,14.660600099999998,06/02/2014 12:10,Prague,Czech Republic
50.074773,14.444028099999999,06/03/2014 13:27,Prague,Czech Republic
50.1015078,14.4977957,06/04/2014 10:57,Prague,Czech Republic
50.076828799999994,14.710014600000001,06/04/2014 11:12,Úvaly,Czech Republic
50.10882539999999,14.9214424,06/04/2014 11:27,Poříčany,Czech Republic
49.9675512,15.2771381,06/04/2014 12:12,Kutna Hora,Czech Republic
49.9597606,15.2904163,06/04/2014 12:56,Kutna Hora,Czech Republic
49.9482673,15.264785,06/04/2014 13:57,Kutna Hora,Czech Republic
49.9373516,15.2659212,06/04/2014 15:42,Kutna Hora,Czech Republic
49.94887070000001,15.2801565,06/04/2014 18:27,Kutna Hora,Czech Republic
49.9705236,15.3103109,06/04/2014 18:41,Nové Dvory (Kutná Hora District),Czech Republic
50.0280826,15.2108136,06/04/2014 19:12,Kolin,Czech Republic
50.071361100000004,14.8375136,06/04/2014 19:42,Český Brod,Czech Republic
50.085035999999995,14.570334299999999,06/04/2014 19:56,Prague,Czech Republic
50.087036700000006,14.407390300000001,06/05/2014 15:21,Prague,Czech Republic
50.0524104,14.2921832,06/06/2014 13:07,Prague,Czech Republic
49.9711561,14.1036316,06/06/2014 13:22,Beroun,Czech Republic
49.7863143,13.718423399999999,06/06/2014 13:36,Mýto,Czech Republic
49.698620299999995,13.423219699999999,06/06/2014 13:51,Plzen,Czech Republic
49.71359644,13.14887376,06/06/2014 14:07,Blatnice,Czech Republic
49.708167100000004,13.045332,06/06/2014 14:21,Kostelec,Czech Republic
49.66003641,12.55782719,06/06/2014 14:25,Rozvadov,Czech Republic
49.3986061,11.8477583,06/06/2014 14:52,Kümmersbruck,Germany
49.4080691,11.2899446,06/06/2014 15:06,Winkelhaid,Germany
49.309917799999994,10.989308900000001,06/06/2014 15:21,Kammerstein,Germany
49.260220399999994,10.547922900000001,06/06/2014 15:37,Ansbach,Germany
49.16301872,9.37027094,06/06/2014 16:30,Ellhofen,Germany
49.157872999999995,9.3457177,06/06/2014 16:37,Obersulm,Germany
48.8263821,9.170884800000001,06/06/2014 17:06,Stuttgart,Germany
48.783639799999996,9.180591699999999,06/06/2014 17:21,Stuttgart,Germany
48.6936721,9.4128045,06/06/2014 18:21,Wernau,Germany
48.5563514,9.273472300000002,06/06/2014 18:37,Riederich,Germany
48.528449,9.1404883,06/06/2014 18:51,Kirchentellinsfurt,Germany
48.5219023,9.0551219,06/09/2014 12:12,Tübingen,Germany
48.561180900000004,9.059672099999998,06/09/2014 15:12,Tübingen,Germany
48.5744624,9.066455300000001,06/09/2014 15:57,Tübingen,Germany
48.526435600000006,9.0893672,06/09/2014 16:13,Tübingen,Germany
48.472658700000004,8.935116699999998,06/10/2014 11:18,Rottenburg,Germany
48.442241700000004,8.6921915,06/10/2014 11:48,Horb am Neckar,Germany
48.4800011,8.7286457,06/10/2014 12:03,Eutingen im Gäu,Germany
48.4543662,8.5463394,06/10/2014 12:33,Schopfloch,Germany
48.4458391,8.4314088,06/10/2014 12:48,Freudenstadt,Germany
48.343188399999995,8.397952499999999,06/10/2014 13:03,Alpirsbach,Germany
48.290643599999996,8.2701902,06/10/2014 13:18,Wolfach,Germany
48.282940100000005,8.1996304,06/10/2014 13:33,Gutach,Germany
48.3890293,8.0213421,06/10/2014 13:48,Gengenbach,Germany
48.4752249,7.946886599999999,06/10/2014 14:03,Offenburg,Germany
48.3808755,7.863224799999999,06/10/2014 14:18,Friesenheim,Germany
48.233450899999994,7.7536459,06/10/2014 14:33,Freiburg,Germany
47.9885517,7.8644098,06/10/2014 16:03,Freiburg,Germany
47.9760664,7.9194239,06/12/2014 09:31,Kirchzarten,Germany
47.905547799999994,8.223163000000001,06/12/2014 09:59,Titisee-Neustadt,Germany
48.0574273,8.5593472,06/12/2014 10:59,Villingen-Schwenningen,Germany
48.235938399999995,8.648176300000001,06/12/2014 11:14,Dietingen,Germany
48.417789,8.7342731,06/12/2014 11:29,Horb am Neckar,Germany
48.5403852,9.148518600000001,06/12/2014 12:14,Kirchentellinsfurt,Germany
48.6912899,9.1917704,06/12/2014 13:29,Stuttgart,Germany
41.396434,2.1253708,06/12/2014 21:39,Barcelona,Spain
41.4087045,2.1521359,06/16/2014 18:37,Barcelona,Spain
41.3814424,2.1599304,06/18/2014 13:21,Barcelona,Spain
41.3029568,2.0752217,06/20/2014 18:59,Barcelona,Spain
44.8211643,20.289820600000002,06/21/2014 01:59,Belgrade,Serbia
44.8147632,20.462993899999997,06/21/2014 10:14,Belgrade,Serbia
44.7615833,19.5779042,06/22/2014 07:58,Slepčević,Serbia
43.8595181,18.4259234,06/23/2014 07:12,Sarajevo,Bosnia and Herzegovina
43.8585619,18.3974783,06/23/2014 14:12,Sarajevo,Bosnia and Herzegovina
43.3456864,17.8114795,06/24/2014 08:05,Mostar,Bosnia and Herzegovina
43.0494048,17.4348518,06/24/2014 13:49,Ploče,Croatia
43.5109954,16.436328699999997,06/24/2014 19:19,Split,Croatia
42.91172,17.6277803,06/26/2014 16:57,Herzegovina-Neretva Canton,Bosnia and Herzegovina
42.66109,18.085350299999998,06/26/2014 21:00,Dubrovnik,Croatia
42.4234614,18.771572,06/28/2014 21:09,Kotor,Montenegro
42.2083035,20.7361782,06/30/2014 18:27,Prizren,Kosovo
41.1143159,20.7986329,07/01/2014 15:11,Ohrid,Macedonia (FYROM)
40.70219470000001,19.9464318,07/03/2014 23:14,Berat,Albania
40.1878266,20.0793039,07/04/2014 17:39,Gjirokastër,Albania
39.9111658,20.3618013,07/04/2014 20:49,Kakavia,Greece
39.040021200000005,21.120076899999997,07/04/2014 23:58,Dytiki Ellada,Greece
38.55833199,21.26011286,07/05/2014 00:50,Dytiki Ellada,Greece
38.4890041,21.3400313,07/05/2014 00:52,Dytiki Ellada,Greece
38.54147934,21.28409073,07/05/2014 00:52,Dytiki Ellada,Greece
38.3747875,21.633931,07/05/2014 01:36,Dytiki Ellada,Greece
38.1490189,22.351421300000002,07/05/2014 03:06,Dytiki Ellada,Greece
37.921659000000005,22.929848,07/05/2014 03:52,Peloponnese,Greece
37.968876200000004,23.728139499999997,07/05/2014 14:05,Athens,Greece
37.9892244,23.7315974,07/06/2014 09:26,Athens,Greece
37.9339127,23.9458047,07/06/2014 17:27,Attica,Greece
40.979387100000004,28.8187957,07/06/2014 21:12,Istanbul,Turkey
40.9847229,28.8316584,07/06/2014 21:43,Istanbul,Turkey
41.0016292,28.949190500000004,07/06/2014 21:58,Istanbul,Turkey
41.01496289999999,29.010762100000004,07/07/2014 16:56,Istanbul,Turkey
41.0331927,28.9820406,07/08/2014 15:30,Istanbul,Turkey
48.3562848,11.791710400000001,07/09/2014 13:17,Munich,Germany
